Year,Yr,YrsInOrg,Entry Point,EP,Block,BL,System,Sys,Plot,PL,SpringCoverCrop,CashCrop,CC,FallCoverCrop,TillageTreatment,CurrentTillage,TillageforCurrentCropEstablishment,NumSoilDistrubEvents,NUmAboveGroundDistrub,NumDaysSinceLastSoilDisturb,SDR,Total_NumofDisturb,SamplingEvent,SE,SETiming,CurrentCrop,SampleDate,Plot,MatricPotential,Gravimetric,WaxwormRotten,WaxwormTotal ,WaxwormTotal_Infected,Percent_Waxworm_Infect,MealwormTotal ,MealwormTotal_Infect,Perc_Meal_Infect,barpH,barEC,ActiveCmg/kg,SoilStandardAbsorbance,SoultionStandardAbsorbance,y-intercept,slope,ActiveC/mg/kgLEWIS,AggregateStability,SampleDateCheck,Plot Number Check,aalpH,P,K,Mg,Ca,CEC,%CECK,%CECMg,%CECCa,zinc,copper,sulfur,OrganicMatterPerc,salts,SandPerc,SiltPerc,ClayPerc,SoilTexturalClass,g,Cornell_soil_texture_class,Cornell_soil_texture_sand,Cornell_soil_texture_silt,Cornell_soil_texture_clay,Cornell_pred_water_capacity,Cornell_pred_water_capacity_rating,Cornell_aggregate_stability,Cornell_aggregate_stability_rating,Cornell_organic_matter,Cornell_organic_matter_rating,Cornell_soc,Cornell_total_c,Cornell_total_n,Cornell_ace_soil_protein_index,Cornell_ace_soil_protein_index_rating,Cornell_respiration,Cornell_respiration_rating,Cornell_active_carbon,Cornell_active_carbon_rating,Cornell_ph,Cornell_ph_rating,Cornell_p,Cornell_p_rating,Cornell_k,Cornell_k_rating,Cornell_mg,Cornell_fe,Cornell_mn,Cornell_zn,Cornell_minor_elements_rating,Cornell_overall score,Cornell_Mod. Morgan Al. ppm,Cornell_Mod. Morgan Ca. ppm,Cornell_Mod. Morgan Cu. ppm,Cornell_Mod. Morgan S. ppm,Cornell_Mod. Morgan B. ppm,Sample number
2021,Yr1,8,3,EP3,4,BL4,4,Sys4,411,PL411,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,0,75,102,6,2,SE2,Post Plant,Alfalfa/Orchardgrass,6/21/2021,411,70,0.19,5,15,0,0,15,1,6.67,6.97,60.82,294.91,0.385,0.84,-0.001186173,0.022185984,,.,6/21/2021,411,7.2,14,124,348,1837.8,12.4,2.6,23.4,74.1,2,2.2,7,2.57,0.11,11.05,51.81,37.14,Silty Clay Loam,9/13/2019,silty clay loam,10.26,62.27,27.47,0.26,93.28,42.97,66.26,2.97,12.64,1.4,1.46,0.13,4.66,34.01,0.64,55.84,493.18,34.12,6.92,100,11.8,100,121.8,100,355,0.7,3.4,0.4,100,69.62,13.42,1887,0.17,10.72,0.22,201
2021,Yr1,8,1,EP1,1,BL1,1,Sys1,111,PL111,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,standard,moldboard,12,2,58,209,14,3,SE3,Late Summer,Soybean,9/17/2021,111,4.8,0.25,12,15,2,13.33,15,11,73.33,6.56,60.3,216.65,0.485,1.046,-0.001,0.022,,.,9/17/2021,111,7.11,11,94,222,2138.6,12.8,1.9,14.5,83.6,1.2,4.2,7.3,2.56,0.18,15.06,47.31,37.63,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,209
2021,Yr1,8,1,EP1,2,BL2,1,Sys1,211,PL211,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,standard,moldboard,12,2,58,209,14,3,SE3,Late Summer,Soybean,9/17/2021,211,5,0.2,5,15,5,33.33,14,4,28.57,6.79,54.8,277.73,0.476,1.057,-0.001,0.022,,.,9/17/2021,211,6.83,14,123,177,1353.4,8.6,3.7,17.2,79.1,1.2,4,6.9,2.18,0.08,15.23,50.55,34.23,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,221
2021,Yr1,8,1,EP1,3,BL3,1,Sys1,334,PL334,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,standard,moldboard,12,2,58,209,14,3,SE3,Late Summer,Soybean,9/17/2021,334,5,0.2,12,14,2,14.29,14,6,42.86,6.62,55.75,257.7,0.464,1.021,-0.001,0.022,,.,9/17/2021,334,6.62,14,67,118,1040.3,8.4,2.1,11.8,62.2,1.1,1.2,5.3,1.69,0.06,19.27,45.13,35.6,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,244
2021,Yr1,8,1,EP1,4,BL4,1,Sys1,424,PL424,Annual Ryegrass/Radish/Crimson Clover,Soybean,S,Winter Wheat,standard,standard,moldboard,12,2,58,209,14,3,SE3,Late Summer,Soybean,9/17/2021,424,8.5,0.23,6,15,8,53.33,15,8,53.33,6.72,47.22,284.73,0.476,1.057,-0.001,0.022,,.,9/17/2021,424,6.5,26,90,105,1092.3,8.6,2.7,10.2,63.7,1.2,1.1,6.4,1.8,0.08,14.53,41.16,44.31,Silty Clay,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,252
2021,Yr1,8,1,EP1,1,BL1,2,Sys2,112,PL112,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,12,2,58,210,14,3,SE3,Late Summer,Soybean,9/17/2021,112,9,0.23,8,15,2,13.33,15,6,40,6.87,66.2,310.92,0.439,1.006,-0.001,0.022,,.,9/17/2021,112,7,14,118,262,1541.3,10.2,3,21.4,75.6,1.1,3.5,6.5,2.46,0.11,12.4,52.32,35.28,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,210
2021,Yr1,8,1,EP1,2,BL2,2,Sys2,212,PL212,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,12,2,58,210,14,3,SE3,Late Summer,Soybean,9/17/2021,212,6,0.22,9,15,3,20,15,5,33.33,6.73,52.3,288.39,0.461,1.103,-0.001,0.022,,.,9/17/2021,212,6.57,19,112,132,1220.8,9.5,3,11.6,64.3,1.5,3.8,6.8,2.34,0.09,11.81,50.24,37.95,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,222
2021,Yr1,8,1,EP1,3,BL3,2,Sys2,333,PL333,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,12,2,58,210,14,3,SE3,Late Summer,Soybean,9/17/2021,333,13,0.2,11,14,1,7.14,15,1,6.67,6.85,61.06,325.97,0.465,1.024,-0.001,0.022,,.,9/17/2021,333,6.95,9,83,263,1354.9,9.2,2.3,23.9,73.8,1.5,4.6,5.6,1.89,0.07,19.17,46.45,34.39,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,243
2021,Yr1,8,1,EP1,4,BL4,2,Sys2,423,PL423,Cereal Rye,Soybean,S,Winter Wheat,shallow,shallow,highspeed disk,12,2,58,210,14,3,SE3,Late Summer,Soybean,9/17/2021,423,6,0.24,9,15,4,26.67,15,6,40,6.74,50.15,105.49,0.479,1.041,-0.001,0.022,,.,9/17/2021,423,6.56,15,86,132,1189.4,9.5,2.3,11.6,62.8,1.5,2.4,6.4,1.89,0.08,19.22,44.8,35.98,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,251
2021,Yr1,8,1,EP1,1,BL1,3,Sys3,114,PL114,Cereal Rye,Soybean,S,Winter Wheat,reduced,no-till,none drill,4,2,58,60,6,3,SE3,Late Summer,Soybean,9/17/2021,114,8.5,0.24,8,15,2,13.33,15,10,66.67,6.94,56.3,320.87,0.441,1.055,-0.001,0.022,,.,9/17/2021,114,7,9,115,263,1573.1,10.4,2.8,21.2,76,1,3.6,4.8,2.25,0.1,17.89,42.5,39.61,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,212
2021,Yr1,8,1,EP1,2,BL2,3,Sys3,214,PL214,Cereal Rye,Soybean,S,Winter Wheat,reduced,no-till,none drill,4,2,58,60,6,3,SE3,Late Summer,Soybean,9/17/2021,214,5,0.24,7,15,7,46.67,15,4,26.67,6.62,66.5,286.06,0.492,1.048,-0.001,0.022,,.,9/17/2021,214,6.5,18,85,121,1144.4,8.9,2.4,11.3,63.9,1.3,3.7,6.2,2.3,0.07,13.69,48.11,38.2,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,224
2021,Yr1,8,1,EP1,3,BL3,3,Sys3,331,PL331,Cereal Rye,Soybean,S,Winter Wheat,reduced,no-till,none drill,4,2,58,60,6,3,SE3,Late Summer,Soybean,9/17/2021,331,11,0.21,8,15,0,0,15,3,20,7.16,63.41,302.37,0.461,1.103,-0.001,0.022,,.,9/17/2021,331,7.42,17,98,303,1394.8,9.8,2.6,25.9,71.5,1.3,3.4,4.9,1.7,0.08,16.14,50.29,33.57,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,241
2021,Yr1,8,1,EP1,4,BL4,3,Sys3,421,PL421,Cereal Rye,Soybean,S,Winter Wheat,reduced,no-till,none drill,4,2,58,60,6,3,SE3,Late Summer,Soybean,9/17/2021,421,5,0.26,6,15,7,46.67,14,7,50,6.23,65.54,310.49,0.485,1.046,-0.001,0.022,,.,9/17/2021,421,6.43,15,99,118,1116.1,8.8,2.9,11.2,63.3,1.5,1.9,5.8,2.07,0.08,20.1,44.89,35.01,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,249
2021,Yr1,8,2,EP2,1,BL1,1,Sys1,121,PL121,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,standard,no-till,none,0,3,345,11,3,3,SE3,Late Summer,Red Clover,9/17/2021,121,13,0.23,10,15,1,6.67,15,8,53.33,6.57,60.3,288.12,0.479,1.041,-0.001,0.022,,.,9/17/2021,121,6.68,11,125,197,1401.7,11,2.9,15,63.9,0.9,3.3,5.1,2.15,0.09,26.03,41.7,32.27,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,213
2021,Yr1,8,2,EP2,2,BL2,1,Sys1,221,PL221,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,standard,no-till,none,0,3,345,11,3,3,SE3,Late Summer,Red Clover,9/17/2021,221,9,0.2,7,15,5,33.33,15,9,60,6.54,75.71,285.96,0.439,1.006,-0.001,0.022,,.,9/17/2021,221,6.59,18,87,144,1212.9,9.5,2.4,12.6,63.9,1.2,4,6.2,2.07,0.08,17.82,42.6,39.58,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,225
2021,Yr1,8,2,EP2,3,BL3,1,Sys1,323,PL323,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,standard,no-till,none,0,3,345,11,3,3,SE3,Late Summer,Red Clover,9/17/2021,323,11,0.22,7,14,5,35.71,15,7,46.67,6.5,66.8,304.7,0.439,1.006,-0.001,0.022,,.,9/17/2021,323,6.47,23,95,119,1000.3,8.2,3,12,60.7,1.3,3.3,5.5,1.71,0.09,19.2,44.34,36.46,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,239
2021,Yr1,8,2,EP2,4,BL4,1,Sys1,432,PL432,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,standard,no-till,none,0,3,345,11,3,3,SE3,Late Summer,Red Clover,9/17/2021,432,11,0.24,6,15,9,60,15,5,33.33,6.6,86.35,234.86,0.461,1.103,-0.001,0.022,,.,9/17/2021,432,6.67,29,139,131,1150.9,9.2,3.9,11.9,62.5,1.5,1.3,5.7,1.96,0.09,14.42,50.06,35.51,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,254
2021,Yr1,8,2,EP2,1,BL1,2,Sys2,122,PL122,Winter Wheat,Winter Wheat,W,Oat/Pea/Radish,shallow,shallow,highspeed disk,3,3,9,74,6,3,SE3,Late Summer,Oat/Pea/Radish,9/17/2021,122,5,0.24,10,15,4,26.67,15,7,46.67,6.39,58.9,295.18,0.465,1.024,-0.001,0.022,,.,9/17/2021,122,6.35,20,125,123,1151.1,9.1,3.5,11.3,63.2,1.3,3.4,7,2.21,0.1,22.19,45.39,32.42,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,214
2021,Yr1,8,2,EP2,2,BL2,2,Sys2,224,PL224,Winter Wheat,Winter Wheat,W,Oat/Pea/Radish,shallow,shallow,highspeed disk,3,3,9,74,6,3,SE3,Late Summer,Oat/Pea/Radish,9/17/2021,224,6,0.23,4,15,11,73.33,15,5,33.33,6.71,79.87,350.87,0.465,1.024,-0.001,0.022,,.,9/17/2021,224,6.74,19,110,179,1254.4,10,2.8,14.8,62.4,1.3,3.6,6.5,1.99,0.09,15.5,51.28,33.23,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,228
2021,Yr1,8,2,EP2,3,BL3,2,Sys2,324,PL324,Winter Wheat,Winter Wheat,W,Oat/Pea/Radish,shallow,shallow,highspeed disk,3,3,9,74,6,3,SE3,Late Summer,Oat/Pea/Radish,9/17/2021,324,9,0.24,4,15,11,73.33,16,5,31.25,6.64,82.34,329.94,0.479,1.041,-0.001,0.022,,.,9/17/2021,324,6.68,27,115,119,1096.7,8.8,3.4,11.3,62.5,1.5,1.2,6,2,0.09,18.62,45.69,35.69,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240
2021,Yr1,8,2,EP2,4,BL4,2,Sys2,433,PL433,Winter Wheat,Winter Wheat,W,Oat/Pea/Radish,shallow,shallow,highspeed disk,3,3,9,74,6,3,SE3,Late Summer,Oat/Pea/Radish,9/17/2021,433,9.3,0.23,10,15,3,20,15,6,40,6.55,73.52,108.22,0.45,1.047,-0.001,0.022,,.,9/17/2021,433,6.61,31,132,115,1112,9.1,3.7,10.6,61.4,1.7,2.8,6.7,2.06,0.07,17.29,50.47,32.24,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,255
2021,Yr1,8,2,EP2,1,BL1,3,Sys3,124,PL124,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,reduced,no-till,none,0,3,345,11,3,3,SE3,Late Summer,Red Clover,9/17/2021,124,8,0.24,13,15,1,6.67,15,3,20,6.39,78.3,301.77,0.482,1.032,-0.001,0.022,,.,9/17/2021,124,6.39,23,99,127,1117.2,8.9,2.9,11.9,62.8,1.5,3.7,6.7,2.21,0.11,24.68,48.67,26.65,Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,216
2021,Yr1,8,2,EP2,2,BL2,3,Sys3,222,PL222,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,reduced,no-till,none,0,3,345,11,3,3,SE3,Late Summer,Red Clover,9/17/2021,222,10,0.21,4,15,0,0,15,8,53.33,6.61,51.96,249.97,0.441,1.055,-0.001,0.022,,.,9/17/2021,222,6.6,14,90,146,1238.4,9.6,2.4,12.6,64.2,1.1,3.2,5.5,2.01,0.08,21.14,47.29,31.57,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,226
2021,Yr1,8,2,EP2,3,BL3,3,Sys3,322,PL322,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,reduced,no-till,none,0,3,345,11,3,3,SE3,Late Summer,Red Clover,9/17/2021,322,12,0.23,11,15,2,13.33,15,5,33.33,6.45,67.12,300.8,0.476,1.057,-0.001,0.022,,.,9/17/2021,322,6.5,19,105,114,1061.2,8.7,3.1,10.9,60.8,1.3,1.2,5.3,1.99,0.08,13.21,48.49,38.3,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,238
2021,Yr1,8,2,EP2,4,BL4,3,Sys3,431,PL431,Winter Wheat/ Red Clover,Winter Wheat/ Red Clover,W,Red Clover/ Cereal Rye,reduced,no-till,none,0,3,345,11,3,3,SE3,Late Summer,Red Clover,9/17/2021,431,10,0.22,9,15,0,0,15,3,20,6.53,55.18,214.84,0.492,1.048,-0.001,0.022,,.,9/17/2021,431,6.65,14,119,134,1126.7,9.1,3.4,12.3,62.2,1.2,2.1,4.8,1.77,0.07,11.05,51.81,37.14,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,253
2021,Yr1,8,3,EP3,1,BL1,1,Sys1,131,PL131,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,standard,moldboard,14,2,72,216,16,3,SE3,Late Summer,Corn,9/17/2021,131,5.1,0.23,7,15,8,53.33,15,3,20,6.4,91.2,306.91,0.492,1.048,-0.001,0.022,,.,9/17/2021,131,6.34,25,105,141,1217.6,9.5,2.8,12.3,63.9,1.4,3.8,7.9,2.02,0.11,34.59,30.18,35.24,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,217
2021,Yr1,8,3,EP3,2,BL2,1,Sys1,233,PL233,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,standard,moldboard,14,2,72,216,16,3,SE3,Late Summer,Corn,9/17/2021,233,4,0.22,10,15,3,20,15,5,33.33,6.77,83.85,334.59,0.479,1.041,-0.001,0.022,,.,9/17/2021,233,6.71,33,73,165,1159.9,9.4,2,14.7,61.9,2,4.6,6.6,1.84,0.11,24.47,44.06,31.47,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,231
2021,Yr1,8,3,EP3,3,BL3,1,Sys1,313,PL313,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,standard,moldboard,14,2,72,216,16,3,SE3,Late Summer,Corn,9/17/2021,313,5,0.24,12,15,3,20,17,5,29.41,6.73,64.98,320.71,0.441,1.055,-0.001,0.022,,.,9/17/2021,313,6.59,22,98,154,1125,9.2,2.7,14,61.4,1.3,3,6.2,1.9,0.08,23.23,42.96,33.81,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,235
2021,Yr1,8,3,EP3,4,BL4,1,Sys1,413,PL413,Red Clover/ Cereal Rye,Corn,C,Annual Ryegrass/Radish/Crimson Clover,standard,standard,moldboard,14,2,72,216,16,3,SE3,Late Summer,Corn,9/17/2021,413,6,0.22,9,14,3,21.43,15,9,60,6.17,66.77,332.45,0.465,1.024,-0.001,0.022,,.,9/17/2021,413,6.57,11,108,215,1336.1,10.7,2.6,16.7,62.1,1.4,2.1,6.3,2.07,0.15,43.39,28,28.61,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,247
2021,Yr1,8,3,EP3,1,BL1,2,Sys2,132,PL132,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,13,2,72,193,15,3,SE3,Late Summer,Corn,9/17/2021,132,5,0.25,10,15,3,20,15,5,33.33,6.32,76.5,303,0.518,1.031,-0.001,0.022,,.,9/17/2021,132,6.37,32,98,110,1082.6,8.6,2.9,10.7,63.1,1.8,3.9,8.5,2.2,0.11,44.19,30.32,25.49,Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,218
2021,Yr1,8,3,EP3,2,BL2,2,Sys2,232,PL232,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,13,2,72,193,15,3,SE3,Late Summer,Corn,9/17/2021,232,5,0.2,11,15,0,0,15,5,33.33,6.98,80.11,255.29,0.464,1.021,-0.001,0.022,,.,9/17/2021,232,7.02,29,83,229,1323.4,8.7,2.4,21.8,75.7,2.2,4.2,6.2,1.66,0.08,22.5,40.69,36.81,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,230
2021,Yr1,8,3,EP3,3,BL3,2,Sys2,312,PL312,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,13,2,72,193,15,3,SE3,Late Summer,Corn,9/17/2021,312,10,0.23,11,15,3,20,15,4,26.67,6.94,61.08,362.17,0.485,1.046,-0.001,0.022,,.,9/17/2021,312,7.07,20,116,239,1429.2,9.4,3.2,21.1,75.7,1.5,1.4,5.7,2.06,0.09,17.96,45.59,36.45,Silty Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,234
2021,Yr1,8,3,EP3,4,BL4,2,Sys2,412,PL412,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,highspeed disk,13,2,72,193,15,3,SE3,Late Summer,Corn,9/17/2021,412,10,0.24,12,16,0,0,15,10,66.67,6.77,79.1,385.41,0.464,1.021,-0.001,0.022,,.,9/17/2021,412,7.41,8,124,360,1831,12.5,2.5,24.1,73.4,1.7,2.2,5.3,2.31,0.09,42.31,29.93,27.76,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,246
2021,Yr1,8,3,EP3,1,BL1,3,Sys3,134,PL134,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,standard,moldboard,13,2,72,198,15,3,SE3,Late Summer,Corn,9/17/2021,134,4.6,0.25,4,14,9,64.29,15,3,20,6.43,73.1,230.13,0.476,1.057,-0.001,0.022,,.,9/17/2021,134,6.35,22,107,130,1204.5,9.4,2.9,11.5,64.2,2,4,8.4,2.27,0.11,34.48,38.68,26.84,Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,220
2021,Yr1,8,3,EP3,2,BL2,3,Sys3,234,PL234,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,standard,moldboard,13,2,72,198,15,3,SE3,Late Summer,Corn,9/17/2021,234,5,0.22,9,15,6,40,15,11,73.33,6.89,80.73,363.94,0.485,1.046,-0.001,0.022,,.,9/17/2021,234,6.94,25,70,215,1446.2,9.2,2,19.5,78.6,2.2,4.6,6.3,2.12,0.09,22.5,43.01,34.49,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,232
2021,Yr1,8,3,EP3,3,BL3,3,Sys3,314,PL314,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,standard,moldboard,13,2,72,198,15,3,SE3,Late Summer,Corn,9/17/2021,314,7,0.23,8,15,6,40,15,8,53.33,6.68,65.34,332.18,0.518,1.031,-0.001,0.022,,.,9/17/2021,314,6.75,16,97,197,1254.3,10.2,2.4,16.2,61.7,1.3,1.2,5.9,2.07,0.07,20.4,45.59,34.01,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,236
2021,Yr1,8,3,EP3,4,BL4,3,Sys3,414,PL414,Red Clover/ Cereal Rye,Corn,C,Cereal Rye,reduced,standard,moldboard,13,2,72,198,15,3,SE3,Late Summer,Corn,9/17/2021,414,4.6,0.24,6,15,8,53.33,16,9,56.25,6.66,68.97,378.96,0.439,1.006,-0.001,0.022,,.,9/17/2021,414,6.69,8,96,206,1327.1,10.6,2.3,16.2,62.6,1.2,1.4,5.6,2.09,0.1,25.11,42.36,32.53,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,248
2021,Yr1,8,3,EP3,1,BL1,4,Sys4,133,PL133,Oat,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,chisel,6,6,163,120,12,3,SE3,Late Summer,Alfalfa/Orchardgrass,9/17/2021,133,6.1,0.19,8,14,4,28.57,15,4,26.67,6.31,60.3,302.1,0.464,1.021,-0.001,0.022,,.,9/17/2021,133,6.27,27,116,125,1151.4,10.5,2.8,9.9,54.8,1.8,4.3,7.9,2.3,0.1,31.22,37.16,31.62,Clay Loam,9/13/2019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,219
