YrEPCashSysBLPLSE,Year,Yr,YrsInOrg,Entry Point,EP,Block,BL,System,Sys, Plot,Location,PLLoc,SpringCoverCrop,CashCrop,CC,FallCoverCrop,TillageTreatment,CurrentTillage,Num_SoilDisturb,Num_SoilAboveDisturb,Num_DaysSinceLastDisturb_Placement,Num_DaysSinceLastDisturb_Collection,Num_DaysSincePlant_Placement,Num_DaysSincePlant_Collection,Total_NumofDisturb,SDR,CurrentCrop ,Num_SampleEvents,SentSample event,SE_Timing,Placement_Date,Collection_Date, Plot,Location,Intact,Chewed,Eaten,Missing,Total
Yr3EP1CornSys1BL2PL211-1Late Summer,2023,Yr3,10,1,EP1,2,BL2,1,Sys1,211,1,PL211-1,Red Clover/Cereal Rye,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,13,2,23,24,99,100,15,235,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,211,1,6,4,0,0,10
Yr3EP1CornSys1BL3PL334-1Late Summer,2023,Yr3,10,1,EP1,3,BL3,1,Sys1,334,1,PL334-1,Red Clover/Cereal Rye,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,13,2,23,24,99,100,15,235,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,334,1,8,2,0,0,10
Yr3EP1CornSys1BL4PL424-1Late Summer,2023,Yr3,10,1,EP1,4,BL4,1,Sys1,424,1,PL424-1,Red Clover/Cereal Rye,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,13,2,23,24,99,100,15,235,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,424,1,9,1,0,0,10
Yr3EP1CornSys2BL1PL112-1Late Summer,2023,Yr3,10,1,EP1,1,BL1,2,Sys2,112,1,PL112-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,12,2,23,24,99,100,14,256,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,112,1,8,2,0,0,10
Yr3EP1CornSys2BL2PL212-1Late Summer,2023,Yr3,10,1,EP1,2,BL2,2,Sys2,212,1,PL212-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,12,2,23,24,99,100,14,256,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,212,1,7,2,1,0,10
Yr3EP1CornSys2BL3PL333-1Late Summer,2023,Yr3,10,1,EP1,3,BL3,2,Sys2,333,1,PL333-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,12,2,23,24,99,100,14,256,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,333,1,8,2,0,0,10
Yr3EP1CornSys2BL4PL423-1Late Summer,2023,Yr3,10,1,EP1,4,BL4,2,Sys2,423,1,PL423-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,12,2,23,24,99,100,14,256,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,423,1,5,1,4,0,10
Yr3EP1CornSys3BL1PL114-1Late Summer,2023,Yr3,10,1,EP1,1,BL1,3,Sys3,114,1,PL114-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,12,2,23,24,99,100,14,217,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,114,1,9,1,0,0,10
Yr3EP1CornSys3BL2PL214-1Late Summer,2023,Yr3,10,1,EP1,2,BL2,3,Sys3,214,1,PL214-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,12,2,23,24,99,100,14,217,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,214,1,8,2,0,0,10
Yr3EP1CornSys3BL3PL331-1Late Summer,2023,Yr3,10,1,EP1,3,BL3,3,Sys3,331,1,PL331-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,12,2,23,24,99,100,14,217,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,331,1,6,4,0,0,10
Yr3EP1CornSys3BL4PL421-1Late Summer,2023,Yr3,10,1,EP1,4,BL4,3,Sys3,421,1,PL421-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,12,2,23,24,99,100,14,217,Corn,2,SE2,Late Summer,9/14/2023,9/15/2023,421,1,8,2,0,0,10
Yr3EP2Alfalfa/OrchardgrassSys4BL1PL123-1Late Summer,2023,Yr3,10,2,EP2,1,BL1,4,Sys4,123,1,PL123-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,6,519,520,519,520,6,27,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,123,1,3,2,5,0,10
Yr3EP2Alfalfa/OrchardgrassSys4BL2PL223-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,4,Sys4,223,1,PL223-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,6,519,520,519,520,6,27,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,223,1,2,4,4,0,10
Yr3EP2Alfalfa/OrchardgrassSys4BL3PL321-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,4,Sys4,321,1,PL321-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,6,519,520,519,520,6,27,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,321,1,8,1,1,0,10
Yr3EP2Alfalfa/OrchardgrassSys4BL4PL434-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,4,Sys4,434,1,PL434-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,6,519,520,519,520,6,27,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/14/2023,9/15/2023,434,1,3,4,3,0,10
Yr3EP2SoybeanSys1BL1PL121-1Late Summer,2023,Yr3,10,2,EP2,1,BL1,1,Sys1,121,1,PL121-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,121,1,6,4,0,0,10
Yr3EP2SoybeanSys1BL2PL221-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,1,Sys1,221,1,PL221-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,221,1,6,3,1,0,10
Yr3EP2SoybeanSys1BL3PL323-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,1,Sys1,323,1,PL323-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,323,1,7,2,1,0,10
Yr3EP2SoybeanSys1BL4PL432-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,1,Sys1,432,1,PL432-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,1,57,58,99,100,14,232,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,432,1,6,4,0,0,10
Yr3EP2SoybeanSys2BL1PL122-1Late Summer,2023,Yr3,10,2,EP2,1,BL1,2,Sys2,122,1,PL122-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,122,1,4,0,6,0,10
Yr3EP2SoybeanSys2BL2PL224-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,2,Sys2,224,1,PL224-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,224,1,6,2,1,1,10
Yr3EP2SoybeanSys2BL3PL324-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,2,Sys2,324,1,PL324-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,324,1,7,3,0,0,10
Yr3EP2SoybeanSys2BL4PL433-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,2,Sys2,433,1,PL433-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,1,57,58,99,100,14,271,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,433,1,6,3,1,0,10
Yr3EP2SoybeanSys3BL1PL124-1Late Summer,2023,Yr3,10,2,EP2,1,BL1,3,Sys3,124,1,PL124-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,124,1,1,4,5,0,10
Yr3EP2SoybeanSys3BL2PL222-1Late Summer,2023,Yr3,10,2,EP2,2,BL2,3,Sys3,222,1,PL222-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,222,1,4,1,5,0,10
Yr3EP2SoybeanSys3BL3PL322-1Late Summer,2023,Yr3,10,2,EP2,3,BL3,3,Sys3,322,1,PL322-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,322,1,2,4,4,0,10
Yr3EP2SoybeanSys3BL4PL431-1Late Summer,2023,Yr3,10,2,EP2,4,BL4,3,Sys3,431,1,PL431-1,Cereal Rye,Soybean,S,Wheat,reduced,reduced,3,1,44,45,113,114,4,41,Soybean,2,SE2,Late Summer,9/14/2023,9/15/2023,431,1,3,5,2,0,10
