YrEPCashSysBLPLSE,Year,Yr,YrsInOrg,Entry Point,EP,Block,BL,System,Sys, Plot,Location,PLLoc,SpringCoverCrop,CashCrop,CC,FallCoverCrop,TillageTreatment,CurrentTillage,Num_SoilDisturb,Num_SoilAboveDisturb,Num_DaysSinceLastDisturb_Placement,Num_DaysSinceLastDisturb_Collection,Num_DaysSincePlant_Placement,Num_DaysSincePlant_Collection,Total_NumofDisturb,SDR,CurrentCrop ,Num_SampleEvents,SentSample event,SE_Timing,Placement_Date,Collection_Date, Plot,Location,Intact,Chewed,Eaten,Missing,Total,MatricPotential,Gravimetric,WaxwormRotten,WaxwormTotal ,WaxwormTotal_Infected,Percent_Waxworm_Infect,MealwormTotal ,MealwormTotal_Infect,Perc_Meal_Infect,barpH,barEC,ActiveCmg/kg,SoilStandardAbsorbance,SoultionStandardAbsorbance,y-intercept,slope,ActiveC/mg/kgLEWIS, Plot,SampleDateCheck,Plot Number Check,aalpH,P,K,Mg,Ca,CEC,%CECK,%CECMg,%CECCa,zinc,copper,sulfur,OrganicMatterPerc,salts,SandPerc,SiltPerc,ClayPerc
Yr2EP3SoybeanSys3BL4PL414-1Post Plant,2022,Yr2,9,3,EP3,4,BL4,3,Sys3,414,1,PL414-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,1,1,30,31,30,31,2,9,Soybean,1,SE1,Post Plant,6/24/2022,6/25/2022,414,1,0,6,4,0,10,470,0.18,10,15,0,0,13,5,38.46,6.83,49.68,451,0.456,1.057,-0.001,0.02,0.36,414,6/20/2022,414,6.8,9,94,212,1535.5,9.7,2.5,18.2,79.3,1.4,1.4,6.8,2.52,0.08,16.42,46.02,37.56
Yr2EP2Alfalfa/OrchardgrassSys4BL1PL123-1Late Summer,2022,Yr2,9,2,EP2,1,BL1,4,Sys4,123,1,PL123-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,5,7,167,168,167,168,12,93,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,123,1,7,2,1,0,10,7,0.22,3,15,3,20,15,4,26.67,6.64,75.77,386.15,0.471,1.05,-0.001,0.021,0.38,123,9/23/2022,123,6.5,11,135,161,1401.6,10.7,3.2,12.5,65.5,1.1,2.9,7.9,2.39,0.08,20.1,45.8,34.1
Yr2EP3Alfalfa/OrchardgrassSys4BL1PL133-1Late Summer,2022,Yr2,9,3,EP3,1,BL1,4,Sys4,133,1,PL133-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,10,538,539,538,539,10,30,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,133,1,7,3,0,0,10,92,0.19,0,14,2,14.29,15,0,0,6.2,67.5,390.1,0.429,1.053,-0.001,0.02,0.42,133,9/23/2022,133,6.1,23,100,99,1025,9.6,2.7,8.6,53.3,1.6,3.4,8.1,2.46,0.08,27.6,43.4,29.1
Yr2EP2Alfalfa/OrchardgrassSys4BL2PL223-1Late Summer,2022,Yr2,9,2,EP2,2,BL2,4,Sys4,223,1,PL223-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,5,7,167,168,167,168,12,93,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,223,1,3,7,0,0,10,75,0.18,2,14,6,42.86,15,0,0,6.8,66.5,390.87,0.467,1.054,-0.001,0.02,0.39,223,9/23/2022,223,6.81,14,106,169,1516.7,9.3,2.9,15.2,81.9,1.4,3.5,7.6,2.09,0.06,27.4,40.9,31.8
Yr2EP3Alfalfa/OrchardgrassSys4BL2PL231-1Late Summer,2022,Yr2,9,3,EP3,2,BL2,4,Sys4,231,1,PL231-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,10,538,539,538,539,10,30,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,231,1,10,0,0,0,10,59,0.17,3,15,2,13.33,15,1,6.67,6.63,69.4,383.99,0.475,1.047,-0.001,0.021,0.38,231,9/23/2022,231,6.62,18,60,196,1585.3,11.9,1.3,13.7,66.5,1.7,4.2,7.4,1.87,0.07,32.5,38.4,29.1
Yr2EP3Alfalfa/OrchardgrassSys4BL3PL311-1Late Summer,2022,Yr2,9,3,EP3,3,BL3,4,Sys4,311,1,PL311-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,10,538,539,538,539,10,30,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,311,1,9,1,0,0,10,200,0.19,1,15,5,33.33,15,1,6.67,7.05,79.9,412.65,0.438,1.062,-0.001,0.021,0.44,311,9/23/2022,311,6.74,19,87,219,1549.6,11.8,1.9,15.5,65.7,1.6,2.5,7.2,2.64,0.09,22.9,39.2,37.9
Yr2EP2Alfalfa/OrchardgrassSys4BL3PL321-1Late Summer,2022,Yr2,9,2,EP2,3,BL3,4,Sys4,321,1,PL321-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,5,7,167,168,167,168,12,93,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,321,1,5,5,0,0,10,42,0.2,2,15,3,20,15,1,6.67,6.64,73,350.07,0.475,1.047,-0.001,0.021,0.34,321,9/23/2022,321,6.54,15,101,106,1024.5,8.5,3.1,10.4,60.5,1,2.4,7.7,1.98,0.07,21.1,44.8,34.1
Yr2EP3Alfalfa/OrchardgrassSys4BL4PL411-1Late Summer,2022,Yr2,9,3,EP3,4,BL4,4,Sys4,411,1,PL411-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,10,538,539,538,539,10,30,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,411,1,10,0,0,0,10,53,0.19,0,15,9,60,15,0,0,7.09,82.4,497.36,0.456,1.057,-0.001,0.02,0.51,411,9/23/2022,411,7.2,10,86,273,1678.1,10.9,2,20.9,77.1,1.7,1.5,5.7,2.75,0.09,18.2,43.5,38.3
Yr2EP2Alfalfa/OrchardgrassSys4BL4PL434-1Late Summer,2022,Yr2,9,2,EP2,4,BL4,4,Sys4,434,1,PL434-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,5,7,167,168,167,168,12,93,Alfalfa/Orchardgrass,2,SE2,Late Summer,9/27/2022,9/28/2022,434,1,5,4,1,0,10,53,0.18,2,15,4,26.67,15,0,0,6.44,82.3,356.65,0.438,1.062,-0.001,0.021,0.38,434,9/23/2022,434,6.53,30,121,85,906.5,7.6,4.1,9.4,60,1.4,1,8.2,2.26,0.06,22.3,45.1,32.6
Yr2EP2CornSys1BL1PL121-1Late Summer,2022,Yr2,9,2,EP2,1,BL1,1,Sys1,121,1,PL121-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,12,2,84,85,119,120,14,200,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,121,1,3,7,0,0,10,9.5,0.22,4,14,5,35.71,15,5,33.33,6.59,94.06,406.09,0.477,1.041,-0.001,0.02,0.39,121,9/23/2022,121,6.6,12,105,155,1412.7,10.6,2.5,12.2,66.5,1.1,3,7.4,2.39,0.1,20.4,43.7,35.8
Yr2EP2CornSys2BL1PL122-1Late Summer,2022,Yr2,9,2,EP2,1,BL1,2,Sys2,122,1,PL122-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,11,1,91,92,119,120,12,179,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,122,1,7,3,0,0,10,11.5,0.21,5,15,6,40,15,0,0,6.45,72.12,364.03,0.475,1.047,-0.001,0.021,0.36,122,9/23/2022,122,6.6,21,93,93,1001.7,8.2,2.9,9.4,60.9,1.3,2.8,7.7,2.33,0.07,16.8,53,30.3
Yr2EP2CornSys3BL1PL124-1Late Summer,2022,Yr2,9,2,EP2,1,BL1,3,Sys3,124,1,PL124-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,11,2,91,92,119,120,13,183,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,124,1,3,6,1,0,10,60,0.2,2,15,13,86.67,15,9,60,6.36,85.61,397.12,0.438,1.062,-0.001,0.021,0.43,124,9/23/2022,124,6.42,22,76,98,1012.2,8.9,2.2,9.2,57,1.3,2.9,8.1,2.47,0.08,25.9,46.5,27.6
Yr2EP2CornSys1BL2PL221-1Late Summer,2022,Yr2,9,2,EP2,2,BL2,1,Sys1,221,1,PL221-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,12,2,84,85,119,120,14,200,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,221,1,3,3,4,0,10,36,0.18,2,15,6,40,15,3,20,6.6,102.7,353.25,0.456,1.057,-0.001,0.02,0.36,221,9/23/2022,221,6.44,17,80,110,1182.9,9.2,2.2,9.9,64,1.2,3.6,8.8,1.96,0.09,28.1,41.4,30.4
Yr2EP2CornSys3BL2PL222-1Late Summer,2022,Yr2,9,2,EP2,2,BL2,3,Sys3,222,1,PL222-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,11,2,91,92,119,120,13,183,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,222,1,9,1,0,0,10,13,0.21,4,15,2,13.33,14,1,7.14,6.45,90.4,357.29,0.471,1.05,-0.001,0.021,0.35,222,9/23/2022,222,6.39,15,98,129,1418.7,10.6,2.4,10.1,66.8,1.1,2.9,8.4,2.04,0.08,22.9,38.6,38.5
Yr2EP2CornSys2BL2PL224-1Late Summer,2022,Yr2,9,2,EP2,2,BL2,2,Sys2,224,1,PL224-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,11,1,91,92,119,120,12,179,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,224,1,6,4,0,0,10,8,0.22,2,15,5,33.33,15,0,0,6.74,94.2,418.51,0.477,1.041,-0.001,0.02,0.41,224,9/23/2022,224,6.68,29,126,167,1403.7,10.7,3,13,65.4,2.1,3.7,9.4,2.25,0.09,26.1,41.6,32.3
Yr2EP2CornSys3BL3PL322-1Late Summer,2022,Yr2,9,2,EP2,3,BL3,3,Sys3,322,1,PL322-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,11,2,91,92,119,120,13,183,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,322,1,8,2,0,0,10,80,0.19,3,15,6,40,15,2,13.33,6.13,113.7,380.94,0.456,1.057,-0.001,0.02,0.39,322,9/23/2022,322,6.21,26,89,91,961.7,8.6,2.7,8.8,55.9,1.7,1.2,9.7,2.31,0.12,21.2,43.5,35.3
Yr2EP2CornSys1BL3PL323-1Late Summer,2022,Yr2,9,2,EP2,3,BL3,1,Sys1,323,1,PL323-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,12,2,84,85,119,120,14,200,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,323,1,6,3,1,0,10,67,0.18,0,15,5,33.33,15,3,20,6.43,82.3,333.77,0.429,1.053,-0.001,0.02,0.36,323,9/23/2022,323,6.45,21,76,100,908.1,7.8,2.5,10.7,58.4,1.1,2.8,7.6,1.95,0.08,24.8,42.1,33.1
Yr2EP2CornSys2BL3PL324-1Late Summer,2022,Yr2,9,2,EP2,3,BL3,2,Sys2,324,1,PL324-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,11,1,91,92,119,120,12,179,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,324,1,6,3,1,0,10,45,0.21,4,15,3,20,15,1,6.67,6.37,124.7,372.76,0.467,1.054,-0.001,0.02,0.37,324,9/23/2022,324,6.46,33,87,95,965.2,8,2.8,9.8,60,1.7,1.3,8.8,2.23,0.09,23.4,46.8,29.8
Yr2EP2CornSys3BL4PL431-1Late Summer,2022,Yr2,9,2,EP2,4,BL4,3,Sys3,431,1,PL431-1,Cereal Rye/Red Clover,Corn,C,Cereal Rye,reduced,standard,11,2,91,92,119,120,13,183,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,431,1,2,8,0,0,10,27,0.2,3,13,3,23.08,15,0,0,6.25,115.9,375.03,0.471,1.05,-0.001,0.021,0.37,431,9/23/2022,431,6.4,16,91,97,1010.4,8.3,2.8,9.7,60.9,1.2,1.8,8,2.2,0.11,23.9,40.7,35.4
Yr2EP2CornSys1BL4PL432-1Late Summer,2022,Yr2,9,2,EP2,4,BL4,1,Sys1,432,1,PL432-1,Cereal Rye/Red Clover,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,12,2,84,85,119,120,14,200,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,432,1,7,3,0,0,10,41,0.2,3,15,6,40,13,1,7.69,6.34,83.1,379.46,0.475,1.047,-0.001,0.021,0.37,432,9/23/2022,432,6.44,27,104,107,1045.5,8.6,3.1,10.4,60.9,1.4,1,8.9,2.17,0.12,21.8,43.4,34.7
Yr2EP2CornSys2BL4PL433-1Late Summer,2022,Yr2,9,2,EP2,4,BL4,2,Sys2,433,1,PL433-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,11,1,91,92,119,120,12,179,Corn,2,SE2,Late Summer,9/27/2022,9/28/2022,433,1,6,3,1,0,10,21,0.2,2,15,4,26.67,15,0,0,6.28,98.1,393.65,0.477,1.041,-0.001,0.02,0.38,433,9/23/2022,433,6.42,31,111,92,1022.2,8.4,3.4,9.2,61.1,1.7,2.4,9.4,2.37,0.09,26.4,43.9,29.8
Yr2EP3SoybeanSys1BL1PL131-1Late Summer,2022,Yr2,9,3,EP3,1,BL1,1,Sys1,131,1,PL131-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,131,1,2,8,0,0,10,21,0.2,5,15,9,60,15,2,13.33,6.48,64.8,398.12,0.456,1.057,-0.001,0.02,0.41,131,9/23/2022,131,6.49,21,86,107,1058.6,8.6,2.6,10.4,61.5,1.2,3,7.7,2.05,0.07,25.5,42.4,32.1
Yr2EP3SoybeanSys2BL1PL132-1Late Summer,2022,Yr2,9,3,EP3,1,BL1,2,Sys2,132,1,PL132-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,132,1,6,4,0,0,10,41,0.22,7,15,7,46.67,15,8,53.33,6.37,81.4,418.29,0.467,1.054,-0.001,0.02,0.42,132,9/23/2022,132,6.33,38,186,93,917.5,8.6,5.5,9,53.1,2.2,3.4,9.5,2.42,0.09,27.1,44,28.9
Yr2EP3SoybeanSys3BL1PL134-1Late Summer,2022,Yr2,9,3,EP3,1,BL1,3,Sys3,134,1,PL134-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,3,1,76,77,125,126,4,41,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,134,1,6,4,0,0,10,35,0.21,8,15,7,46.67,15,4,26.67,6.43,91.9,387.3,0.477,1.051,-0.001,0.02,0.38,134,9/23/2022,134,6.2,20,177,94,975.1,8.3,5.5,9.4,58.7,1.7,3.1,8.2,2.48,0.09,25.7,43,31.2
Yr2EP3SoybeanSys2BL2PL232-1Late Summer,2022,Yr2,9,3,EP3,2,BL2,2,Sys2,232,1,PL232-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,232,1,9,1,0,0,10,18,0.18,5,15,0,0,15,0,0,6.9,96,417.78,0.467,1.054,-0.001,0.02,0.42,232,9/23/2022,232,6.7,30,84,186,1360.2,10.6,2,14.7,64.4,2.2,3.9,7.4,1.84,0.09,44.3,29.8,25.9
Yr2EP3SoybeanSys1BL2PL233-1Late Summer,2022,Yr2,9,3,EP3,2,BL2,1,Sys1,233,1,PL233-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,233,1,8,2,0,0,10,24,0.18,4,15,7,46.67,15,2,13.33,6.42,74.5,375.09,0.438,1.062,-0.001,0.021,0.40,233,9/23/2022,233,6.44,29,66,101,978.2,8.1,2.1,10.4,60.4,1.6,3.7,7.2,1.94,0.08,38.4,34.6,27.1
Yr2EP3SoybeanSys3BL2PL234-1Late Summer,2022,Yr2,9,3,EP3,2,BL2,3,Sys3,234,1,PL234-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,3,1,76,77,125,126,4,41,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,234,1,9,1,0,0,10,48,0.18,2,15,5,33.33,15,0,0,6.88,87.2,427.28,0.487,1.052,-0.001,0.021,0.41,234,9/23/2022,234,6.63,27,87,184,1710.8,12.3,1.8,12.5,69.5,2.4,4.3,10,2.17,0.12,34.2,34.5,31.2
Yr2EP3SoybeanSys2BL3PL312-1Late Summer,2022,Yr2,9,3,EP3,3,BL3,2,Sys2,312,1,PL312-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,312,1,5,5,0,0,10,42,0.21,2,14,4,28.57,14,0,0,6.84,75.9,427.09,0.477,1.041,-0.001,0.02,0.41,312,9/23/2022,312,6.79,19,110,207,1489.8,11.5,2.5,15.1,65,1.5,1.3,7,2.59,0.07,20,37.6,42.4
Yr2EP3SoybeanSys1BL3PL313-1Late Summer,2022,Yr2,9,3,EP3,3,BL3,1,Sys1,313,1,PL313-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,313,1,8,2,0,0,10,42,0.21,1,15,11,73.33,15,5,33.33,6.54,88,367.69,0.477,1.051,-0.001,0.02,0.36,313,9/23/2022,313,6.52,23,104,123,1102.9,9,3,11.4,61.2,1.5,3.2,8.7,2.32,0.08,21.7,43.4,34.9
Yr2EP3SoybeanSys3BL3PL314-1Late Summer,2022,Yr2,9,3,EP3,3,BL3,3,Sys3,314,1,PL314-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,3,1,76,77,125,126,4,41,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,314,1,5,2,3,0,10,24,0.21,3,15,1,6.67,15,4,26.67,6.92,66.3,386.05,0.471,1.05,-0.001,0.021,0.38,314,9/23/2022,314,6.66,14,113,162,1127.8,9.3,3.1,14.5,60.8,1.2,1,7,2.55,0.07,20.3,39.6,40.1
Yr2EP3SoybeanSys2BL4PL412-1Late Summer,2022,Yr2,9,3,EP3,4,BL4,2,Sys2,412,1,PL412-1,Cereal Rye,Soybean,S,Wheat,shallow,shallow,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,412,1,6,4,0,0,10,24,0.21,3,15,4,26.67,15,0,0,7.08,109.6,446.36,0.467,1.054,-0.001,0.02,0.45,412,9/23/2022,412,7.27,9,148,400,2198,14.7,2.6,22.7,74.7,1.8,2.3,7.2,2.56,0.08,21.7,36.9,41.4
Yr2EP3SoybeanSys1BL4PL413-1Late Summer,2022,Yr2,9,3,EP3,4,BL4,1,Sys1,413,1,PL413-1,Annual Ryegrass/Crimson Clover/Radish,Soybean,S,Wheat,standard,standard,13,0,81,82,119,120,13,197,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,413,1,6,4,0,0,10,13,0.21,1,15,7,46.67,15,0,0,6.89,76.7,396.38,0.475,1.047,-0.001,0.021,0.39,413,9/23/2022,413,6.84,9,102,198,1364.2,8.7,3,18.9,78.1,1.1,1.6,6.6,2.28,0.07,25.2,41.9,32.9
Yr2EP3SoybeanSys3BL4PL414-1Late Summer,2022,Yr2,9,3,EP3,4,BL4,3,Sys3,414,1,PL414-1,Cereal Rye,Soybean,S,Wheat,reduced,notill,3,1,76,77,125,126,4,41,Soybean,2,SE2,Late Summer,9/27/2022,9/28/2022,414,1,5,3,2,0,10,11,0.22,7,15,4,26.67,14,3,21.43,6.73,86.6,386.57,0.477,1.051,-0.001,0.02,0.38,414,9/23/2022,414,6.66,6,87,167,1325,10.2,2.2,13.6,64.7,1,1.1,6.1,2.47,0.08,23.6,41.7,34.7
Yr3EP1Alfalfa/OrchardgrassSys4BL1PL113-1Post Plant,2023,Yr3,10,1,EP1,1,BL1,4,Sys4,113,1,PL113-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,0,80,81,80,81,6,97,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,113,1,3,6,1,0,10,2.9,0.25,11,15,4,26.67,15,4,26.67,7.88,73.08,394.89,0.332,0.948,-0.001,0.023,0.40,113,6/29/2023,113,6.41,9,100,159,1337.6,11.1,2.3,12,60.4,1.1,3,6.8,2.02,0.1,25,47.8,27.2
Yr3EP2Alfalfa/OrchardgrassSys4BL1PL123-1Post Plant,2023,Yr3,10,2,EP2,1,BL1,4,Sys4,123,1,PL123-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,0,442,443,442,443,0,9,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,123,1,9,1,0,0,10,8,0.22,14,15,1,6.67,14,6,42.86,7.33,45.72,354.42,0.314,0.817,-0.001,0.023,0.32,123,6/29/2023,123,6.75,14,87,190,1344.4,10.5,2.1,15,63.8,1.5,4.4,7.8,2.26,0.11,20.1,45.8,34.1
Yr3EP1Alfalfa/OrchardgrassSys4BL2PL213-1Post Plant,2023,Yr3,10,1,EP1,2,BL2,4,Sys4,213,1,PL213-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,0,80,81,80,81,6,97,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,213,1,9,0,1,0,10,3.9,0.22,7,16,6,37.5,16,0,0,7.46,57.03,362.22,0.368,0.938,-0.001,0.023,0.35,213,6/29/2023,213,6.57,10,71,153,1131.2,9.1,2,14,62.1,1.2,2.8,5.9,1.9,0.08,30.5,38.2,31.3
Yr3EP2Alfalfa/OrchardgrassSys4BL2PL223-1Post Plant,2023,Yr3,10,2,EP2,2,BL2,4,Sys4,223,1,PL223-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,0,442,443,442,443,0,9,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,223,1,9,1,0,0,10,4,0.21,6,15,6,40,15,1,6.67,7.86,62.26,310.28,0.307,0.863,-0.001,0.023,0.34,223,6/29/2023,223,6.79,11,86,178,1177.5,9.6,2.3,15.5,61.4,1.2,3.3,6.6,2.01,0.1,27.4,40.9,31.8
Yr3EP2Alfalfa/OrchardgrassSys4BL3PL321-1Post Plant,2023,Yr3,10,2,EP2,3,BL3,4,Sys4,321,1,PL321-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,0,442,443,442,443,0,9,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,321,1,7,3,0,0,10,7.4,0.22,6,15,9,60,15,4,26.67,7.77,48.35,329.78,0.321,0.893,-0.001,0.023,0.21,321,6/29/2023,321,7.2,16,115,376,1595.3,11.4,2.6,27.5,69.9,1.7,3.8,8.1,2.03,0.17,21.1,44.8,34.1
Yr3EP1Alfalfa/OrchardgrassSys4BL3PL332-1Post Plant,2023,Yr3,10,1,EP1,3,BL3,4,Sys4,332,1,PL332-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,0,80,81,80,81,6,97,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,332,1,9,1,0,0,10,2.9,0.18,9,14,3,21.43,15,2,13.33,7.71,50.01,332.25,0.314,0.817,-0.001,0.023,0.24,332,6/29/2023,332,6.35,22,102,102,943.6,8,3.3,10.6,58.8,1.7,1.3,8.9,2.12,0.1,44.1,30.5,25.4
Yr3EP1Alfalfa/OrchardgrassSys4BL4PL422-1Post Plant,2023,Yr3,10,1,EP1,4,BL4,4,Sys4,422,1,PL422-1,Oat ,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,reduced,6,0,80,81,80,81,6,97,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,422,1,6,3,1,0,10,3.1,0.24,7,15,8,53.33,13,0,0,6.8,60.55,345.06,0.365,0.874,-0.001,0.023,0.39,422,6/29/2023,422,6.34,26,121,104,954.4,7.9,3.9,10.9,60,1.7,1.3,8.4,1.95,0.13,19.1,46.7,34.2
Yr3EP2Alfalfa/OrchardgrassSys4BL4PL434-1Post Plant,2023,Yr3,10,2,EP2,4,BL4,4,Sys4,434,1,PL434-1,Alfalfa/Orchardgrass,Alfalfa/Orchardgrass,A,Alfalfa/Orchardgrass,perennial,perennial,0,0,442,443,442,443,0,9,Alfalfa/Orchardgrass,1,SE1,Post Plant,6/29/2023,6/30/2023,434,1,8,2,0,0,10,8,0.21,10,15,4,26.67,14,0,0,7.34,63.82,386.67,0.244,0.731,0,0.023,0.31,434,6/29/2023,434,6.15,30,96,85,808.5,7.2,3.4,9.8,56.2,1.5,1.1,9.4,1.73,0.19,22.3,45.1,32.6
Yr3EP1CornSys1BL1PL111-1Post Plant,2023,Yr3,10,1,EP1,1,BL1,1,Sys1,111,1,PL111-1,Red Clover/Cereal Rye,Corn,C,Annual Ryegrass/Crimson Clover/Radish,standard,standard,9,2,9,10,22,23,11,157,Corn,1,SE1,Post Plant,6/29/2023,6/30/2023,111,1,6,4,0,0,10,3.1,0.24,8,15,7,46.67,15,3,20,7.74,154.4,364.36,0.314,0.817,-0.001,0.023,0.44,111,6/29/2023,111,6.5,15,131,161,1245.7,9.9,3.4,13.5,62.9,1.4,3.3,7.6,2.08,0.12,24.1,46,30
Yr3EP1CornSys2BL1PL112-1Post Plant,2023,Yr3,10,1,EP1,1,BL1,2,Sys2,112,1,PL112-1,Oat/Pea/Radish,Corn,C,Cereal Rye,shallow,shallow,10,2,9,10,22,23,12,196,Corn,1,SE1,Post Plant,6/29/2023,6/30/2023,112,1,7,1,2,0,10,4,0.23,12,15,1,6.67,15,1,6.67,7.75,133.7,422.71,0.385,0.949,-0.001,0.023,0.36,112,6/29/2023,112,6.25,19,125,106,1097.1,9.5,3.4,9.3,57.8,1.4,3,8.1,2.2,0.11,18.2,52.4,29.4
Yr3EP1CornSys3BL1PL114-1Post Plant,2023,Yr3,10,1,EP1,1,BL1,3,Sys3,114,1,PL114-1,Red Clover/Cereal Rye,Corn,C,Cereal Rye,reduced,standard,9,2,9,10,22,23,11,157,Corn,1,SE1,Post Plant,6/29/2023,6/30/2023,114,1,5,1,4,0,10,6.1,0.25,10,15,3,20,15,3,20,7.7,110,363.04,0.422,0.91,-0.001,0.023,0.44,114,6/29/2023,114,6.33,22,89,98,981.2,8.8,2.6,9.3,56.1,1.5,3.2,8.3,2.27,0.1,21.2,43.4,35.4
